2021-06-25 19:06:87 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 19:06:230 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (27af4c09e01ba25575b0ea57012ca6b1)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 19:06:279 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (27af4c09e01ba25575b0ea57012ca6b1)] -> xpath: //button[@type='submit']]
2021-06-25 19:06:604 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (27af4c09e01ba25575b0ea57012ca6b1)] -> xpath: //button[@class='btn home']]
2021-06-25 19:06:772 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 19:06:228 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 19:06:456 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-25 19:06:862 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 19:06:986 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 19:06:238 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 19:06:293 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //button[@type='submit']]
2021-06-25 19:06:469 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-25 19:06:86 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:96 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> id: currency]
2021-06-25 19:06:278 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 19:06:489 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (8014f34a38a4272bb692642abb566d16)] -> xpath: //button[@class='btn home']]
2021-06-25 19:06:418 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 19:06:412 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 19:06:634 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-25 19:06:591 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 19:06:740 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 19:06:910 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 19:06:970 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[@type='submit']]
2021-06-25 19:06:403 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-25 19:06:07 INFO  OpenAccountPage :27 - Select name of existing customer from drop down [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:152 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:881 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> id: currency]
2021-06-25 19:06:109 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 19:06:363 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[@class='btn home']]
2021-06-25 19:06:472 INFO  HomePage :28 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 19:06:691 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:936 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 19:06:277 INFO  AccountPage :45 - Clicking On Deposit Button :[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-25 19:06:630 INFO  AccountPage :51 - Entering Amount To Deposit : 100in deposit field : [[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //input[@placeholder='amount']]
2021-06-25 19:06:737 INFO  AccountPage :59 - Clicking on Deposit Button :[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 19:06:767 INFO  AccountPage :65 - Getting Deposit Successful Message :[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-25 19:06:879 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (adaa11bfa2426c8bbbdaef3f5e07706f)] -> xpath: //button[@class='btn home']]
2021-06-25 19:06:708 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 19:06:377 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 19:06:604 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-25 19:06:17 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 19:06:167 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 19:06:341 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 19:06:386 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[@type='submit']]
2021-06-25 19:06:559 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-25 19:06:219 INFO  OpenAccountPage :27 - Select name of existing customer from drop down [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:386 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:92 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> id: currency]
2021-06-25 19:06:305 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 19:06:548 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[@class='btn home']]
2021-06-25 19:06:657 INFO  HomePage :28 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 19:06:224 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:513 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 19:06:95 INFO  CustomerLoginPage :35 - Verify Logout Tab displayed [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-25 19:06:142 INFO  CustomerLoginPage :51 - Verify Log out text [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-25 19:06:325 INFO  CustomerLoginPage :41 - Clicking on Log out button [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-25 19:06:419 INFO  CustomerLoginPage :46 - Verify text displayed        ---Your Name---
 
       Hermoine Granger
Harry Potter
Ron Weasly
Albus Dumbledore
Neville Longbottom
Virat Jani
     
2021-06-25 19:06:450 INFO  CustomerLoginPage :57 - Verify your name text [[ChromeDriver: chrome on WINDOWS (c524781ad18166ad5e44a32da606d08a)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-25 19:06:481 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 19:06:212 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 19:06:490 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-25 19:06:911 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 19:06:245 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 19:06:398 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 19:06:444 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[@type='submit']]
2021-06-25 19:06:638 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-25 19:06:279 INFO  OpenAccountPage :27 - Select name of existing customer from drop down [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:418 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:99 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> id: currency]
2021-06-25 19:06:278 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 19:06:489 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[@class='btn home']]
2021-06-25 19:06:600 INFO  HomePage :28 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 19:06:820 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //select[@id='userSelect']]
2021-06-25 19:06:77 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 19:06:359 INFO  AccountPage :45 - Clicking On Deposit Button :[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-25 19:06:747 INFO  AccountPage :51 - Entering Amount To Deposit : 100in deposit field : [[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //input[@placeholder='amount']]
2021-06-25 19:06:871 INFO  AccountPage :59 - Clicking on Deposit Button :[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 19:06:446 INFO  AccountPage :65 - Getting Deposit Successful Message :[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-25 19:06:125 INFO  AccountPage :72 - Clicking On Withdrawal Tab :[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[contains(text(),'Withdrawl')]]
2021-06-25 19:06:783 INFO  AccountPage :78 - Entering Amount To Withdrawal :50in withdrawal field :[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //input[@placeholder='amount']]
2021-06-25 19:06:433 INFO  AccountPage :85 - Clicking On Withdraw feature :[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 19:06:477 INFO  AccountPage :90 - Getting transaction text :[[ChromeDriver: chrome on WINDOWS (4da7082dd71986f8ca9062a76d509235)] -> xpath: //span[contains(text(),'Transaction successful')]]
2021-06-25 22:06:225 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 22:06:866 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (45babba1dff81279ee37730bc8441c09)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 22:06:92 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (45babba1dff81279ee37730bc8441c09)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-25 22:06:890 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (45babba1dff81279ee37730bc8441c09)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 22:06:187 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (45babba1dff81279ee37730bc8441c09)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 22:06:145 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (45babba1dff81279ee37730bc8441c09)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 22:06:224 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (45babba1dff81279ee37730bc8441c09)] -> xpath: //button[@type='submit']]
2021-06-25 22:06:753 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (45babba1dff81279ee37730bc8441c09)] -> xpath: //button[@class='btn home']]
2021-06-25 22:06:129 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 22:06:535 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 22:06:761 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-25 22:06:870 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 22:06:190 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 22:06:548 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 22:06:643 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //button[@type='submit']]
2021-06-25 22:06:997 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-25 22:06:209 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //select[@id='userSelect']]
2021-06-25 22:06:581 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> id: currency]
2021-06-25 22:06:981 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (7e6bb47f506e05bcda0ce3d0b36c01a6)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 22:06:824 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 22:06:583 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 22:06:862 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-25 22:06:301 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 22:06:125 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 22:06:457 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 22:06:531 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[@type='submit']]
2021-06-25 22:06:915 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-25 22:06:680 INFO  OpenAccountPage :27 - Select name of existing customer from drop down [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //select[@id='userSelect']]
2021-06-25 22:06:71 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //select[@id='userSelect']]
2021-06-25 22:06:160 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> id: currency]
2021-06-25 22:06:631 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 22:06:132 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[@class='btn home']]
2021-06-25 22:06:364 INFO  HomePage :28 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 22:06:651 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //select[@id='userSelect']]
2021-06-25 22:06:283 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 22:06:696 INFO  AccountPage :45 - Clicking On Deposit Button :[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-25 22:06:256 INFO  AccountPage :51 - Entering Amount To Deposit : 100in deposit field : [[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //input[@placeholder='amount']]
2021-06-25 22:06:494 INFO  AccountPage :59 - Clicking on Deposit Button :[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 22:06:581 INFO  AccountPage :65 - Getting Deposit Successful Message :[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-25 22:06:797 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (4c1d2880223ce37c9bd362bd944da8c1)] -> xpath: //button[@class='btn home']]
2021-06-25 22:06:466 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 22:06:762 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 22:06:974 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-25 22:06:955 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 22:06:193 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //input[@placeholder='Last Name']]
